ts,record_id,user_authority,user,partial,base_asset_value,base_asset_value_closed,liquidation_fee,fee_to_liquidator,fee_to_insurance_fund,liquidator,total_collateral,collateral,unrealized_pnl,margin_ratio
2022-04-28 15:05:57-04:00,16395,958fskVpeZ1XAq99DX717S89owyq3ospoH6KVfS1Kt3j,7zFRz2kJv874nkBTnKd2xUXwfLuHXtJpzTorvAZzgix6,True,635010016,158752504,1131779,565889,565890,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,45271194,242309307,-197038113,712
2022-04-28 15:06:30-04:00,16396,4e73KnWFY3sY2b9WbURTUj5xY1RJS35xy2TvHu379pZ8,13iaT7iXeqaVPyhRCPXFzhpVYNEvDS8in1qDE2ZthykT,True,3946743787,986685946,6930535,3465267,3465268,gjBMZYVujDjD1ECG4i97M8Q3gV9ESnwwTSUGropkusj,277221406,836802058,-559580652,702
2022-04-28 15:06:40-04:00,16397,8RQrftvvDMztkaUK7USZjeA4bkhJZLX9f1jygdWrsYgb,6bJLycnh4ZHEJtsUZkoygZVp24C8uYDXLedEyzH9iQWG,True,194749098,20088113,128288,64144,64144,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,12437265,41195164,-28757899,638
2022-04-28 15:09:56-04:00,16398,FQnJRA6XCLRpcexUyy5kpxtE1mRcbKZCjQvAo388Xbqc,Hibg8j63eP7oE4HjgviWD77oMLHNcnrib9kYL7q4Uetz,True,5079158514,1269789628,8434469,4217234,4217235,A2p75MbAbeUdHkPLkAjgGeiwuu9WPrkMHzjCkDXF1Xr3,337378777,1744137525,-1406758748,664
2022-04-28 15:09:57-04:00,16399,9eKNXvt7rsFHQrGi3mRXkM72mgXzihiT8Fu5W7684aDz,Hqb9XR3XMvyqdohRa5myFSNm3oLxDNtjRhbdkfn5jGPS,True,130857060762,27960910418,177352820,88676410,88676410,gjBMZYVujDjD1ECG4i97M8Q3gV9ESnwwTSUGropkusj,8300112036,19889241566,-11589129530,634
2022-04-28 15:10:01-04:00,16400,CW93ahtJm7jTwZxVCWTAfjpu19qyUZtXo1DrZFFkaSKe,5xLuUAgk9fAvBhPyUaWHfH6c5ejzefLt7X17mEcxvvQW,True,746764231,152049518,646327,323163,323164,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,31743267,96031992,-64288725,425
2022-04-28 15:10:01-04:00,16401,FQnJRA6XCLRpcexUyy5kpxtE1mRcbKZCjQvAo388Xbqc,Hibg8j63eP7oE4HjgviWD77oMLHNcnrib9kYL7q4Uetz,True,3886644811,971661202,6291709,3145854,3145855,6UQfSsLooL4pQKQfLtXCutQS2BnF7A7F7ewJopDLmUpc,251668383,1385272441,-1133604058,647
2022-04-28 15:10:11-04:00,16402,958fskVpeZ1XAq99DX717S89owyq3ospoH6KVfS1Kt3j,7zFRz2kJv874nkBTnKd2xUXwfLuHXtJpzTorvAZzgix6,True,492628725,123157181,694205,347102,347103,2xTUy2RS74GJMMDnmFaegMzFLn19RVfYG4CibhBmjP1i,27768202,191936902,-164168700,563
2022-04-28 15:10:11-04:00,16403,5V5gFVMYSwGYfHFecRoHg8G22Rg4bXfVK2FSRTMhPQty,73raXd5MvixmDvJRnVjRL7yQaHZGFRiC9aBxL9ysiRvy,True,391190822,97797705,541094,270547,270547,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,21643760,55758534,-34114774,553
2022-04-28 15:10:12-04:00,16404,7ibRzTcuG8ah4mzzXYMuXqtTC8RHYWhmGgXL257rmLa4,SsLPddD1G5F7WUGXwXCne36k6momA7jwKGqgyTZcGDt,True,1402258032,350564508,1994300,997150,997150,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,79772009,289956120,-210184111,568
2022-04-28 15:10:13-04:00,16405,6Auz7aARPERW9zbV8428yFUWkA9DuitQYiWQzewueU3o,G1xfLGt5twz7MTfEq6NnMZBpr6GmXceKdGUQkc9jugRB,True,233670763,58417690,300991,150495,150496,6UQfSsLooL4pQKQfLtXCutQS2BnF7A7F7ewJopDLmUpc,12039669,30572685,-18533016,515
2022-04-28 15:10:36-04:00,16406,fAJK1wrBhSW297AtFWX2U4rUBf2gkzfQ6UrQL9yHEYW,5pyTFpanSyUCHxeMhJMKtpdrcMSAWc8bFadbyM7q4q4B,True,301801154,75450288,506744,253372,253372,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,20269791,31533137,-11263346,671
2022-04-28 15:13:01-04:00,16407,8RQrftvvDMztkaUK7USZjeA4bkhJZLX9f1jygdWrsYgb,6bJLycnh4ZHEJtsUZkoygZVp24C8uYDXLedEyzH9iQWG,True,175485786,15404780,100812,50406,50406,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,11484176,42072242,-30588066,654
2022-04-28 15:17:00-04:00,16408,CzWT7zuiD3Usn1DB8C87kZ3yaLcAd1GXe62cZ5xDdEKa,2AsTxJr8dyhHmccUngu2f6beGE9iiXH4yXhmQ48SpCXm,True,32184304,2434917,10366,5183,5183,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,1370181,7444474,-6074293,425
2022-04-28 15:17:02-04:00,16409,4e73KnWFY3sY2b9WbURTUj5xY1RJS35xy2TvHu379pZ8,13iaT7iXeqaVPyhRCPXFzhpVYNEvDS8in1qDE2ZthykT,True,3023444032,755861008,5173025,2586512,2586513,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,206921017,690899802,-483978785,684
2022-04-28 15:18:45-04:00,16410,6Auz7aARPERW9zbV8428yFUWkA9DuitQYiWQzewueU3o,G1xfLGt5twz7MTfEq6NnMZBpr6GmXceKdGUQkc9jugRB,True,174548988,43637247,311092,155546,155546,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,12443701,25642737,-13199036,712
2022-04-28 15:23:43-04:00,16411,958fskVpeZ1XAq99DX717S89owyq3ospoH6KVfS1Kt3j,7zFRz2kJv874nkBTnKd2xUXwfLuHXtJpzTorvAZzgix6,True,370147758,92536939,659994,329997,329997,GXyFXZMNk2NFyEzw6JetVqsujqcz2yCixH7n8EpDJYWD,26399762,150213314,-123813552,713
2022-04-28 15:23:43-04:00,16412,5V5gFVMYSwGYfHFecRoHg8G22Rg4bXfVK2FSRTMhPQty,73raXd5MvixmDvJRnVjRL7yQaHZGFRiC9aBxL9ysiRvy,True,293928964,73482241,514209,257104,257105,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,20568390,46699651,-26131261,699
2022-04-28 15:23:47-04:00,16413,CzWT7zuiD3Usn1DB8C87kZ3yaLcAd1GXe62cZ5xDdEKa,2AsTxJr8dyhHmccUngu2f6beGE9iiXH4yXhmQ48SpCXm,True,29831405,5602540,22702,11351,11351,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,1208853,6289814,-5080961,405
2022-04-28 15:23:53-04:00,16414,7ibRzTcuG8ah4mzzXYMuXqtTC8RHYWhmGgXL257rmLa4,SsLPddD1G5F7WUGXwXCne36k6momA7jwKGqgyTZcGDt,True,1054852617,263713154,1865606,932803,932803,2xTUy2RS74GJMMDnmFaegMzFLn19RVfYG4CibhBmjP1i,74624247,235533110,-160908863,707
2022-04-28 15:23:56-04:00,16415,8RQrftvvDMztkaUK7USZjeA4bkhJZLX9f1jygdWrsYgb,6bJLycnh4ZHEJtsUZkoygZVp24C8uYDXLedEyzH9iQWG,True,161017160,15050941,97656,48828,48828,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,10447462,34476861,-24029399,648
2022-04-28 15:24:06-04:00,16416,9eKNXvt7rsFHQrGi3mRXkM72mgXzihiT8Fu5W7684aDz,Hqb9XR3XMvyqdohRa5myFSNm3oLxDNtjRhbdkfn5jGPS,True,104685103842,26171275960,186737027,93368513,93368514,gjBMZYVujDjD1ECG4i97M8Q3gV9ESnwwTSUGropkusj,7469481090,18169600292,-10700119202,713
2022-04-28 15:24:07-04:00,16417,7ibRzTcuG8ah4mzzXYMuXqtTC8RHYWhmGgXL257rmLa4,SsLPddD1G5F7WUGXwXCne36k6momA7jwKGqgyTZcGDt,True,807079821,201769955,1420457,710228,710229,GXyFXZMNk2NFyEzw6JetVqsujqcz2yCixH7n8EpDJYWD,56818283,193503192,-136684909,703
2022-04-28 15:24:09-04:00,16418,958fskVpeZ1XAq99DX717S89owyq3ospoH6KVfS1Kt3j,7zFRz2kJv874nkBTnKd2xUXwfLuHXtJpzTorvAZzgix6,True,283700913,70925228,491241,245620,245621,2py1FiYeL2f7J3HU36qiJz6TD6HCmiTN36RyxYtapQCZ,19649674,118606019,-98956345,692
2022-04-28 15:24:11-04:00,16419,5V5gFVMYSwGYfHFecRoHg8G22Rg4bXfVK2FSRTMhPQty,73raXd5MvixmDvJRnVjRL7yQaHZGFRiC9aBxL9ysiRvy,True,225282195,56320548,380467,190233,190234,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,15218709,39657881,-24439172,675
2022-04-28 15:24:16-04:00,16420,FQnJRA6XCLRpcexUyy5kpxtE1mRcbKZCjQvAo388Xbqc,Hibg8j63eP7oE4HjgviWD77oMLHNcnrib9kYL7q4Uetz,True,2977937504,744484376,4560959,2280479,2280480,2py1FiYeL2f7J3HU36qiJz6TD6HCmiTN36RyxYtapQCZ,182438373,1096310117,-913871744,612
2022-04-28 15:24:20-04:00,16421,4e73KnWFY3sY2b9WbURTUj5xY1RJS35xy2TvHu379pZ8,13iaT7iXeqaVPyhRCPXFzhpVYNEvDS8in1qDE2ZthykT,True,2339931259,584982814,3234993,1617496,1617497,GXyFXZMNk2NFyEzw6JetVqsujqcz2yCixH7n8EpDJYWD,129399757,565247440,-435847683,553
2022-04-28 15:24:20-04:00,16422,CzWT7zuiD3Usn1DB8C87kZ3yaLcAd1GXe62cZ5xDdEKa,2AsTxJr8dyhHmccUngu2f6beGE9iiXH4yXhmQ48SpCXm,True,24386270,1894662,7992,3996,3996,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,1028746,5884223,-4855477,421
2022-04-28 15:24:29-04:00,16423,8RQrftvvDMztkaUK7USZjeA4bkhJZLX9f1jygdWrsYgb,6bJLycnh4ZHEJtsUZkoygZVp24C8uYDXLedEyzH9iQWG,True,146835609,12055769,77837,38918,38919,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,9480416,35148321,-25667905,645
2022-04-28 15:48:20-04:00,16424,GdmdwHEVufQPVY4wzW32ZKhGwJ6T7EEWYH8ZcSgNU5ee,Gxyre48jDULjD1eykxQvDMdjGLmymrBgG38zCjjJP3wf,True,1411136651,352784162,2473539,1236769,1236770,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,98941566,144643005,-45701439,701
2022-04-28 16:02:24-04:00,16425,GdmdwHEVufQPVY4wzW32ZKhGwJ6T7EEWYH8ZcSgNU5ee,Gxyre48jDULjD1eykxQvDMdjGLmymrBgG38zCjjJP3wf,True,1033242962,258310740,1783962,891981,891981,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,71358500,130860619,-59502119,690
2022-04-28 16:08:14-04:00,16426,DHfy6B2AYsqMCxPLBCXMDfQn3Gr2VwJaLFHUZKqpCjsb,EPZpYaY1gCAb8pMtri5veRowBmCrCpTHBMa3Rmgt6S29,True,516566178,129141544,900182,450091,450091,A9TwRM1BMxqb8DCC7YNAMV6zPenEJm3HTZBy7wJKK58U,36007310,37349943,-1342633,697
2022-04-28 16:11:13-04:00,16427,AQr9mVmcXCNQhBVCfx63MwR6c4WqDSC9K2BZqr7N8LCx,CB7TWUaL381ounsLw6neAUaKRxJL9P1HC9uGX5e1Uxod,True,220899751,20168326,104440,52220,52220,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,11439161,60895199,-49456038,517
2022-04-28 16:29:01-04:00,16428,CzWT7zuiD3Usn1DB8C87kZ3yaLcAd1GXe62cZ5xDdEKa,2AsTxJr8dyhHmccUngu2f6beGE9iiXH4yXhmQ48SpCXm,False,22324578,22324578,906269,45313,860956,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,906270,4949341,-4043071,405
2022-04-28 16:31:22-04:00,16429,4e73KnWFY3sY2b9WbURTUj5xY1RJS35xy2TvHu379pZ8,13iaT7iXeqaVPyhRCPXFzhpVYNEvDS8in1qDE2ZthykT,True,1758669028,439667257,3061104,1530552,1530552,6UQfSsLooL4pQKQfLtXCutQS2BnF7A7F7ewJopDLmUpc,122444181,453344866,-330900685,696
2022-04-28 16:33:25-04:00,16430,FQnJRA6XCLRpcexUyy5kpxtE1mRcbKZCjQvAo388Xbqc,Hibg8j63eP7oE4HjgviWD77oMLHNcnrib9kYL7q4Uetz,True,2253790369,563447592,3938504,1969252,1969252,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,157540173,863687373,-706147200,699
2022-04-28 16:33:55-04:00,16431,GD6Hw8ZErxFJeA5PunxorcUNN5v9gM77mWPjHT3Mx2Bw,EmreHG5gVyyL7iVhoxq8GcmzPV7V6SBxVNZajutC5HAF,True,1252657462,313164365,2103590,1051795,1051795,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,84143627,125160848,-41017221,671
2022-04-28 16:45:32-04:00,16432,CW93ahtJm7jTwZxVCWTAfjpu19qyUZtXo1DrZFFkaSKe,5xLuUAgk9fAvBhPyUaWHfH6c5ejzefLt7X17mEcxvvQW,True,594727814,41096388,203192,101596,101596,C4UnXuShCvjSMgBAgVNMy1oakxCNk1et27A82fywU112,29405142,83838788,-54433646,494
2022-04-28 17:01:25-04:00,16433,9XuUGP13n5xuMtUYhAH1fe9jFKK7FjgTzcuJqDfV1gqC,AFNffLzWzrg7vgdwxyHeaSc6kUtqYPV8pRvdUx8wt7x3,True,28621027892,7155256973,50468445,25234222,25234223,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,2018737836,2924254763,-905516927,705
2022-04-28 17:24:25-04:00,16434,5V5gFVMYSwGYfHFecRoHg8G22Rg4bXfVK2FSRTMhPQty,73raXd5MvixmDvJRnVjRL7yQaHZGFRiC9aBxL9ysiRvy,True,171691465,42922866,302418,151209,151209,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,12096734,33158919,-21062185,704
2022-04-28 17:35:07-04:00,16435,4e73KnWFY3sY2b9WbURTUj5xY1RJS35xy2TvHu379pZ8,13iaT7iXeqaVPyhRCPXFzhpVYNEvDS8in1qDE2ZthykT,True,1344996167,336249041,2332440,1166220,1166220,C4UnXuShCvjSMgBAgVNMy1oakxCNk1et27A82fywU112,93297607,367633198,-274335591,693
2022-04-28 17:35:07-04:00,16436,958fskVpeZ1XAq99DX717S89owyq3ospoH6KVfS1Kt3j,7zFRz2kJv874nkBTnKd2xUXwfLuHXtJpzTorvAZzgix6,True,217392176,54348044,363180,181590,181590,DQCvC9mR68hJ3tJsUiddh6JwcBJAmntqGJR2nUsEq7yj,14527220,93364431,-78837211,668
2022-04-28 17:37:59-04:00,16437,HooxSzasW3HMoFJ6sAvRQ75Char1J5aBdJtsqfDV6myp,BCmsWwpGeV4NNfeKZKKydty2uueLGHYTJDk1WErpXsVT,True,46376651,11594162,72440,36220,36220,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,2897601,17065854,-14168253,624
2022-04-28 17:38:35-04:00,16438,FQnJRA6XCLRpcexUyy5kpxtE1mRcbKZCjQvAo388Xbqc,Hibg8j63eP7oE4HjgviWD77oMLHNcnrib9kYL7q4Uetz,True,1735739906,433934976,2702215,1351107,1351108,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,108088611,683325533,-575236922,622
2022-04-28 17:38:36-04:00,16439,7ibRzTcuG8ah4mzzXYMuXqtTC8RHYWhmGgXL257rmLa4,SsLPddD1G5F7WUGXwXCne36k6momA7jwKGqgyTZcGDt,True,498912413,124728103,786166,393083,393083,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,31446661,57141389,-25694728,630
2022-04-28 17:38:37-04:00,16440,FQnJRA6XCLRpcexUyy5kpxtE1mRcbKZCjQvAo388Xbqc,Hibg8j63eP7oE4HjgviWD77oMLHNcnrib9kYL7q4Uetz,False,1541624171,1541624171,0,0,0,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,0,536944797,-671377642,0
2022-04-28 17:38:39-04:00,16441,FsMiJiJZibohKoV5QRisWCjzuFd86xSxFb4m73AQmu93,7p3TSKBaG9SV2YNDnhutQKacPKpTTmgsEfzmK51t6sYb,False,986160929,986160929,0,0,0,C4UnXuShCvjSMgBAgVNMy1oakxCNk1et27A82fywU112,0,139533883,-235538170,0
2022-04-28 17:38:40-04:00,16442,5V5gFVMYSwGYfHFecRoHg8G22Rg4bXfVK2FSRTMhPQty,73raXd5MvixmDvJRnVjRL7yQaHZGFRiC9aBxL9ysiRvy,False,155665182,155665182,0,0,0,DQCvC9mR68hJ3tJsUiddh6JwcBJAmntqGJR2nUsEq7yj,0,27592649,-42694916,0
2022-04-28 17:38:40-04:00,16443,7ibRzTcuG8ah4mzzXYMuXqtTC8RHYWhmGgXL257rmLa4,SsLPddD1G5F7WUGXwXCne36k6momA7jwKGqgyTZcGDt,False,443822572,443822572,0,0,0,gjBMZYVujDjD1ECG4i97M8Q3gV9ESnwwTSUGropkusj,0,49946860,-88924627,0
2022-04-28 17:38:44-04:00,16444,CW93ahtJm7jTwZxVCWTAfjpu19qyUZtXo1DrZFFkaSKe,5xLuUAgk9fAvBhPyUaWHfH6c5ejzefLt7X17mEcxvvQW,False,570048926,570048926,10726266,536313,10189953,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,10726267,71383662,-60657395,188
2022-04-28 17:38:45-04:00,16445,4e73KnWFY3sY2b9WbURTUj5xY1RJS35xy2TvHu379pZ8,13iaT7iXeqaVPyhRCPXFzhpVYNEvDS8in1qDE2ZthykT,False,1105296781,1105296781,0,0,0,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,0,296810944,-302395432,0
2022-04-28 17:38:49-04:00,16446,8RQrftvvDMztkaUK7USZjeA4bkhJZLX9f1jygdWrsYgb,6bJLycnh4ZHEJtsUZkoygZVp24C8uYDXLedEyzH9iQWG,False,137978235,137978235,6201979,310098,5891881,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,6201981,28944926,-22742945,449
2022-04-28 17:38:52-04:00,16447,958fskVpeZ1XAq99DX717S89owyq3ospoH6KVfS1Kt3j,7zFRz2kJv874nkBTnKd2xUXwfLuHXtJpzTorvAZzgix6,False,176692876,176692876,515296,25764,489532,C4UnXuShCvjSMgBAgVNMy1oakxCNk1et27A82fywU112,515296,73293916,-72778620,29
2022-04-28 18:12:55-04:00,16448,5o4EAqBTiUKn41QhPL5kRjrGTgQVdP7xLtxC7xNxjkwn,E8gDreu3LxW1EHJ8hnqChK9QdffGh5GocJYKdrbYat8E,True,466073253,116518313,727938,363969,363969,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,29117553,142201991,-113084438,624
2022-04-28 19:15:42-04:00,16449,DHfy6B2AYsqMCxPLBCXMDfQn3Gr2VwJaLFHUZKqpCjsb,EPZpYaY1gCAb8pMtri5veRowBmCrCpTHBMa3Rmgt6S29,True,680855731,170213932,1157237,578618,578619,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,46289492,36156827,10132665,679
2022-04-28 19:19:17-04:00,16450,DHfy6B2AYsqMCxPLBCXMDfQn3Gr2VwJaLFHUZKqpCjsb,EPZpYaY1gCAb8pMtri5veRowBmCrCpTHBMa3Rmgt6S29,True,500452572,125113143,873575,436787,436788,C4UnXuShCvjSMgBAgVNMy1oakxCNk1et27A82fywU112,34943028,37562824,-2619796,698
2022-04-28 20:42:39-04:00,16451,B2nFCBzpcf1ptxYz1qJhsvMi66FxVC9MRbmyE651zyvc,Hrkw5SLuHTpmqamJBBTiDQHoF6Cmj5tSf4BFvgbNqUVx,True,1186663470,296665867,2112400,1056200,1056200,gjBMZYVujDjD1ECG4i97M8Q3gV9ESnwwTSUGropkusj,84496020,184475850,-99979830,712
2022-04-28 20:46:58-04:00,16452,DK24JASWC2tR9MyHiQwGVNXZj97AuhYo6BmfxGp289eR,BFjgan9PWn6ECgXUbLKbqzNnHcsGfJ1yYYxioPNCmwGj,True,687831200,171957799,1208037,604018,604019,6UQfSsLooL4pQKQfLtXCutQS2BnF7A7F7ewJopDLmUpc,48321528,75897819,-27576291,702
2022-04-28 21:52:34-04:00,16453,F4hN7ecndZ8Gr5KQNSFaSrMGawMasz7jfWTLTMpk7gaB,AJ23FpXSGjipcqywk88WGsKfqfiiUjPzZLsvLtBAhB12,True,3178542076,794635519,5626446,2813223,2813223,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,225057859,136993365,88064494,708
2022-04-28 21:52:39-04:00,16454,4ix593T9wKzayR8FqXFc2xZjNiEXM1MafowMVgP9c3AU,Go4gJoYfXXZjxNH4PFd9knsSCjDkgw5QQy7KzgUrUb2n,True,1875729651,468932412,2995051,1497525,1497526,2a35JJeTUW1pm6M3e8DHCjp8qr4vbc2cRPhuzZWyFzYd,119802074,193745563,-73943489,638
2022-04-28 21:54:29-04:00,16455,B2nFCBzpcf1ptxYz1qJhsvMi66FxVC9MRbmyE651zyvc,Hrkw5SLuHTpmqamJBBTiDQHoF6Cmj5tSf4BFvgbNqUVx,True,868436101,217109025,1528650,764325,764325,GXyFXZMNk2NFyEzw6JetVqsujqcz2yCixH7n8EpDJYWD,61146013,157794747,-96648734,704
2022-04-28 21:56:11-04:00,16456,DK24JASWC2tR9MyHiQwGVNXZj97AuhYo6BmfxGp289eR,BFjgan9PWn6ECgXUbLKbqzNnHcsGfJ1yYYxioPNCmwGj,True,503685034,125921258,877850,438925,438925,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,35114032,68017712,-32903680,697
2022-04-28 21:57:03-04:00,16457,F4hN7ecndZ8Gr5KQNSFaSrMGawMasz7jfWTLTMpk7gaB,AJ23FpXSGjipcqywk88WGsKfqfiiUjPzZLsvLtBAhB12,True,2326297997,581574499,4045571,2022785,2022786,68sueyVfmy5ToEGtLFGDkwebX47xAmzyXE29z8JrmcWv,161822853,154044301,7778552,695
2022-04-28 21:57:03-04:00,16458,4ix593T9wKzayR8FqXFc2xZjNiEXM1MafowMVgP9c3AU,Go4gJoYfXXZjxNH4PFd9knsSCjDkgw5QQy7KzgUrUb2n,True,1386118256,346529564,2403201,1201600,1201601,2py1FiYeL2f7J3HU36qiJz6TD6HCmiTN36RyxYtapQCZ,96128040,172512063,-76384023,693
2022-04-28 22:04:26-04:00,16459,B2nFCBzpcf1ptxYz1qJhsvMi66FxVC9MRbmyE651zyvc,Hrkw5SLuHTpmqamJBBTiDQHoF6Cmj5tSf4BFvgbNqUVx,True,633785746,158446436,1052937,526468,526469,3zqXX6kzhkbW3d4TwD2CNjMRwxTbREXySekvq37kfCNk,42117499,132202266,-90084767,664
2022-04-28 22:04:30-04:00,16460,DK24JASWC2tR9MyHiQwGVNXZj97AuhYo6BmfxGp289eR,BFjgan9PWn6ECgXUbLKbqzNnHcsGfJ1yYYxioPNCmwGj,True,369630299,92407574,653172,326586,326586,gjBMZYVujDjD1ECG4i97M8Q3gV9ESnwwTSUGropkusj,26126888,58956522,-32829634,706
